ix,mw,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66
11,10.8,-21.93636411,3.230077021,-4.996671311,-50.99256407,-43.64864047,-4.051287289,-27.51382258,-27.80289549,3.369961769,-20.96309067,-20.15902371,-41.42663529,-40.32380627,-10.16431381,-21.295968,21.82743195,-18.98401276,-3.07393344,-47.06155829,-36.62605148,-23.55858952,-10.33604502,7.713485681,-0.838754953,17.98319119,-12.34616898,-14.77634887,-28.60733298,-13.8195406,7.292005187,44.69257864,-18.72983777,-29.37542381,-3.926899024,3.489528937,5.199661549,-34.80798049,-18.67475957,-29.72898394,-3.851266456,-33.49305729,1.604499108,5.897604934,-5.927258863,-0.970082448,1.794682855,-10.71524224,-11.16674544,-0.551227022,16.07439667,-26.21079083,-7.184316011,11.5372807,-4.842109984,-3.803932731,-2.143477599,9.250984307,-9.608959424,-2.430348415,-9.563611871,-4.926740623,90.86717784,14.24408652,-12.55960805,3.857073618,-30.3034922
12,10.9,-21.55690561,2.401314394,-6.184217122,-49.55230555,-41.15547111,-7.270587193,-26.61113426,-29.86870889,2.644544359,-20.46810277,-19.85414732,-41.42791295,-38.84350024,-10.13977824,-22.20247161,18.08712254,-16.83872513,-2.94687297,-46.58784238,-38.6659024,-24.69194364,-10.75077609,3.164169531,-1.066499974,21.36465633,-9.387666949,-17.09544081,-29.07607949,-17.62524824,4.667334869,35.74606653,-18.82393294,-31.039268,-6.468988523,1.23089044,3.889692444,-35.36520203,-19.31567625,-28.89129885,-4.853888074,-33.57047859,-0.933345513,2.710235,-6.231991638,-1.223338707,-4.37300875,-11.74952025,-12.00314209,-1.610188255,10.92142711,-25.85927613,-7.679040993,3.70958037,-4.177363654,-4.853343297,-2.902160869,5.89256288,-9.965226522,-2.513781482,-8.729494143,-4.619622348,82.42417401,10.13279265,-13.01387537,2.692173189,-28.99481749
13,11.1,-20.87554006,1.957183414,-7.122600799,-48.19689589,-39.41608652,-12.62266544,-25.76050805,-31.16198775,2.280493117,-19.80492471,-20.9470141,-41.2656179,-37.56645194,-10.00962184,-22.27661259,14.25220443,-17.9513033,-2.823356971,-45.6991945,-39.44808655,-26.85709107,-10.78895802,0.116594552,-1.208445743,17.66884727,-9.043293477,-19.49257653,-28.71349584,-21.04473271,2.912076868,25.13849964,-18.83192837,-31.89134515,-8.565540687,-0.255280458,3.08613995,-34.75246448,-19.35243467,-27.91389591,-5.378790581,-33.41830756,-2.610047705,1.006968268,-6.12111052,-1.288107712,-9.544196779,-12.15570781,-12.9648508,-2.257056589,7.164776381,-25.50214316,-7.614361863,-2.174076599,-3.57223845,-5.185203125,-3.485419502,3.625901378,-9.955510553,-2.46867826,-7.819287574,-4.836714837,69.5279659,6.367679864,-13.20708708,1.794361434,-27.75339902
14,11.2,-19.9998656,1.751405388,-7.699638267,-46.74304081,-38.11615648,-17.91577319,-24.89173131,-31.53284169,2.122241687,-19.03595698,-22.16842671,-40.83737494,-36.25519261,-9.801406742,-21.6066138,10.90428523,-20.58901844,-2.718475055,-44.36303272,-39.21658104,-28.27019006,-11.03503056,-1.633318739,-1.296245074,7.608258098,-11.66311754,-20.85530028,-27.84963769,-23.06987962,1.92288873,15.52267159,-18.73077844,-31.90554675,-9.926300653,-1.10781748,2.618157286,-33.09583396,-19.04164379,-26.80046176,-5.568530816,-33.03331883,-3.680963567,0.263097384,-5.83321217,-1.191433455,-13.10801022,-12.12902183,-13.7537462,-2.665761538,4.668505338,-25.07462052,-7.182332434,-5.744674189,-3.014660418,-5.122719763,-3.800798788,2.118254474,-9.90190091,-2.404931939,-7.25653456,-5.683924571,55.31015946,3.413834657,-13.1466065,1.198642959,-26.60730801
15,11.3,-19.06305723,1.713670973,-8.027619093,-45.29400543,-36.85328353,-21.51923258,-23.85900968,-31.18690609,2.104183434,-18.12619061,-22.65049196,-40.10831414,-34.8800257,-9.581697474,-20.48303587,8.21965046,-22.83943181,-2.605791035,-42.83804144,-38.42436463,-28.25782749,-11.31011357,-2.499199733,-1.366347253,-4.345917834,-15.81434803,-21.09791126,-26.77161524,-23.67272432,1.474905528,8.799118616,-18.42764154,-31.51953697,-10.75118267,-1.447827847,2.352438026,-31.62344269,-18.32453645,-25.71448987,-5.517428148,-32.42594654,-4.301655712,0.039177496,-5.52777418,-1.078069112,-14.95800736,-11.86352774,-14.24325287,-2.868280905,3.148042867,-24.65575392,-6.507745003,-7.411165323,-2.493568195,-4.944732298,-3.897042324,1.180709933,-9.925752323,-2.363304162,-6.697746125,-6.84435717,42.73605392,1.226005226,-12.96680026,0.890405545,-25.38053075
16,11.4,-18.2195603,1.789808444,-8.173043911,-44.06309147,-35.48667698,-23.01654339,-22.57865036,-30.50894842,2.196124268,-17.09834648,-22.22686998,-39.22538878,-33.51857943,-9.323650888,-19.19839456,6.171568112,-23.77458996,-2.46411475,-41.29687448,-37.35724965,-27.20724322,-11.07748231,-2.856403626,-1.403534088,-13.44362321,-19.49658868,-20.60787227,-25.61168542,-23.31546732,1.305394724,4.952685476,-17.88562809,-31.0609283,-11.08113841,-1.469312123,2.233622516,-31.20909735,-17.18091261,-24.80025972,-5.183970479,-31.65981249,-4.421400305,0.126830882,-5.191070323,-0.975792987,-15.38852619,-11.4065663,-14.39092474,-2.870780604,2.330156933,-24.18530213,-5.767999264,-7.827583162,-1.949447613,-4.750933705,-3.827463663,0.704282506,-9.913532211,-2.265488212,-5.718945976,-7.34123981,33.13616993,-0.305371868,-12.8534929,0.818160685,-24.10196381
17,11.6,-17.46887274,1.92617474,-8.196764523,-43.07128236,-34.08558092,-22.87282499,-21.17419652,-29.76281566,2.347511387,-16.05702443,-21.38546439,-38.33061528,-32.19028704,-8.879588375,-17.87507555,4.577361906,-23.54928927,-2.290258952,-39.76477919,-36.20419667,-25.76582617,-10.33909287,-2.99519151,-1.411180111,-17.62450157,-21.51996749,-19.75999733,-24.40149501,-22.47779046,1.178154449,2.844045548,-17.18485306,-30.54014028,-11.08702307,-1.100540333,2.281297504,-31.55038178,-15.888842,-24.1248256,-4.539653315,-30.87569827,-4.134027986,0.415069031,-4.754251976,-0.843898584,-14.84827496,-10.71834781,-14.34031139,-2.668218764,2.059912635,-23.66647437,-5.026333949,-7.508613526,-1.347700084,-4.463493194,-3.613936154,0.546082051,-9.690996149,-2.002599246,-4.579654134,-7.099369753,26.2625995,-1.295807972,-12.78760603,0.843653772,-22.85687862
18,11.7,-16.71562456,2.076533354,-8.166718108,-42.10683717,-32.71492233,-21.85685621,-19.80767363,-29.02424683,2.552479297,-15.06730851,-20.43273964,-37.55190545,-30.86768948,-8.20943403,-16.53096637,3.28007422,-22.76249825,-2.081094764,-38.24403485,-35.10660253,-24.29177438,-9.384196802,-3.012479578,-1.357597683,-17.97553149,-21.94957311,-18.76280702,-23.0786555,-21.41268189,0.992460668,1.597558047,-16.47770983,-29.86849677,-11.0369027,-0.117446927,2.558029719,-31.58612409,-14.80322627,-23.63028259,-3.749580274,-30.1806887,-3.666028135,0.865475208,-4.205863767,-0.685695123,-13.74820662,-9.819116395,-14.25462358,-2.379694656,2.312242024,-23.20280022,-4.222710566,-6.748955929,-0.813631067,-3.964626849,-3.295348737,0.569226624,-9.201565694,-1.584778334,-3.801091955,-6.514174566,21.19112097,-1.728722762,-12.59274876,0.855294204,-21.68106657
19,11.8,-15.87492567,2.228177675,-8.09050203,-41.03337153,-31.41536711,-20.49694773,-18.58709744,-28.17566003,2.865422492,-14.15839775,-19.43430785,-36.79552334,-29.6002183,-7.223703493,-15.16573696,2.213761392,-21.82341814,-1.827579342,-36.73490095,-34.03139084,-22.81595283,-8.282771448,-2.815388303,-1.215836119,-16.76882814,-21.45748279,-17.65119697,-21.52768903,-20.19215999,0.838044265,1.01852698,-15.88867159,-29.07352392,-11.03623835,1.601422359,3.136188787,-30.91986217,-14.02077649,-23.15491331,-3.014356788,-29.57571719,-3.157790569,1.485100589,-3.602543785,-0.498405785,-12.43041071,-8.791453161,-14.1206639,-2.005470793,3.23288814,-22.82335866,-3.423636763,-5.782535597,-0.504838368,-3.315985218,-2.902736346,0.695633024,-8.530158771,-1.161490363,-3.445771865,-5.822255342,17.34582833,-1.766341167,-12.12982583,0.80513572,-20.54584707
20,12,-15.01856131,2.320236266,-7.88966654,-39.8531106,-30.20985526,-18.90236399,-17.50536771,-27.09927632,3.364422438,-13.35846877,-18.46020118,-35.83863641,-28.44923596,-5.622796053,-13.74566064,1.377519125,-20.82201188,-1.567996,-35.23640057,-32.7797534,-21.25897093,-6.972292395,-2.264025397,-0.880548057,-15.32950561,-20.57986957,-16.30304559,-19.71233161,-18.75349656,0.878024182,1.143371672,-15.53628468,-28.13104552,-10.94795274,3.810196906,3.996534139,-29.91189066,-13.29933565,-22.59296383,-2.264485422,-28.87631399,-2.581627119,2.235705339,-3.024600909,-0.250374899,-11.15966334,-7.706822781,-13.92225623,-1.357074166,5.119495943,-22.35666098,-2.854827866,-4.631609668,-0.457677008,-2.699291019,-2.304681766,0.801741725,-7.805048132,-0.797714035,-3.127775668,-5.109588164,14.5674702,-1.57356622,-11.49462948,0.750167248,-19.27873558
21,12.1,-14.24769327,2.452188034,-7.461908586,-38.60883342,-29.05734599,-17.1312038,-16.4564676,-25.85599519,4.068308947,-12.64457027,-17.47345,-34.66809902,-27.28565726,-3.36622861,-12.27460983,0.814797186,-19.72963198,-1.364437475,-33.88366372,-31.23056497,-19.61493108,-5.516121575,-1.307765325,-0.240571304,-13.80606033,-19.53142522,-14.52795567,-17.79272839,-16.82857415,1.141796454,1.952165945,-15.43847838,-27.03923574,-10.46687179,5.917820255,4.925258429,-28.79795221,-12.29445525,-21.93897263,-1.176173783,-27.91794944,-1.79187134,2.995640291,-2.573375233,-0.028348364,-10.09941085,-6.638350647,-13.79814935,-0.601126643,8.077952052,-21.58797483,-2.600752543,-3.154296005,-0.707777446,-2.079082359,-1.225533357,0.896784462,-7.264608109,-0.509319846,-2.658048283,-4.266082669,12.81195928,-1.073275632,-10.9857041,0.851186955,-17.74542225
22,12.2,-13.61491189,2.60714907,-6.81028896,-37.22783487,-27.88927156,-15.46857586,-15.38761965,-24.60977285,4.601027061,-11.9807608,-16.39952269,-33.46358792,-25.94505029,-0.815727413,-10.9813599,0.572660912,-18.65601239,-1.188767385,-32.93822623,-29.69236024,-17.98255823,-4.215204232,-0.187941339,0.586647437,-12.08153436,-18.38217356,-12.25016029,-16.13334541,-14.29209217,1.482767571,3.255979919,-15.39791334,-25.86609646,-9.47296727,7.35155984,5.604713858,-27.73592128,-11.02059379,-21.20811158,0.550080412,-26.86835335,-0.746076847,3.574948273,-2.416409005,0.275120165,-9.212489485,-5.698905249,-13.78476819,0.096050107,11.43760436,-20.54596922,-2.707753468,-1.367576769,-1.162200922,-1.414624872,0.672921419,0.966370981,-7.103327125,-0.315647304,-2.518928381,-3.343030893,11.8871173,-0.131303339,-10.42988152,1.12844956,-16.17638716
23,12.3,-13.06044053,2.89563592,-6.127753376,-35.68221769,-26.65638148,-14.03204225,-14.35806862,-23.49145963,4.548614748,-11.37750994,-15.29705618,-32.32169291,-24.6143588,1.129154333,-10.0090471,0.599696203,-17.58711251,-0.976132887,-32.37412739,-28.11850223,-16.39204234,-3.566440565,0.64632528,1.336867722,-10.1323417,-17.17017345,-9.773905124,-15.04919048,-11.46511446,1.755136814,4.556687686,-15.0575045,-24.78479354,-8.346366872,7.941750015,5.860908196,-27.01955748,-9.88299754,-20.46440774,2.834638622,-26.05929872,0.112880123,3.848466841,-2.510478136,0.074033729,-8.466492736,-4.944379395,-13.70955777,0.452366459,13.80421,-19.52457052,-2.970561268,0.416099494,-1.480780086,-0.922954308,3.062548676,0.86525666,-7.155340922,-0.182329113,-2.723769402,-2.558549423,11.43535542,0.951593473,-9.797023986,1.336090431,-14.91107122
24,12.5,-12.43441686,3.407331034,-5.744014814,-34.17985684,-25.28168375,-13.28380758,-13.41560321,-22.54635755,4.119784282,-10.83783672,-14.29495193,-31.27263674,-23.60524158,1.725341487,-9.550036297,0.676655554,-16.63823587,-0.673076649,-32.03810784,-26.2715526,-14.91713103,-3.655635782,0.800209311,1.770651294,-8.037296233,-15.85199929,-7.848887076,-14.37391935,-9.121841502,2.077909519,5.325605251,-14.16479731,-23.92605449,-7.658731267,8.189471438,5.761435484,-26.7826319,-8.707863744,-19.81086957,2.829271791,-25.6470738,0.34007113,3.840472648,-2.60982472,-0.142299128,-7.910334812,-4.407673083,-13.63379476,0.295455284,14.07912147,-18.78587815,-3.092716077,1.773704009,-1.383644445,-0.905014326,5.193882742,0.576594568,-7.175652593,-0.100735864,-2.873361605,-1.991646728,11.11044216,1.655012568,-9.446173027,1.417883323,-14.06243174
25,12.6,-11.66590563,4.24753023,-5.656903644,-32.9563632,-23.92733909,-13.13620035,-12.53874025,-21.70882398,3.918145976,-10.22643516,-13.47499768,-30.31049832,-22.93375503,1.242758213,-9.227520566,0.65433066,-15.84665889,-0.18241007,-31.539846,-24.12327531,-13.74555795,-4.11932233,0.440133333,1.820139613,-6.356094575,-14.40018128,-6.979895704,-13.49603373,-7.773060495,2.670523565,5.509439147,-12.65614416,-23.1977909,-7.391946742,8.897724575,5.609691875,-26.82255103,-7.291472819,-19.30955646,3.151606034,-25.49143391,0.089030195,3.739793858,-2.418261025,0.069117345,-7.54671546,-4.049887929,-13.5106611,-0.059256619,12.36266388,-18.26868895,-2.904986386,2.598527552,-0.918894839,-1.172499631,6.202401606,0.356088378,-6.883186879,0.041919836,-2.937148991,-1.682759376,10.63968317,1.85569207,-9.269128607,1.406529798,-13.58514665
26,12.8,-10.7166214,5.446828612,-5.616531887,-31.96217114,-22.74173288,-13.28893579,-11.69466621,-20.80558184,4.293496318,-9.288153857,-12.85609437,-29.25387972,-22.30148859,0.671659146,-8.628006607,0.487437898,-15.00554032,0.581165174,-30.61707414,-22.06585292,-12.75928814,-4.276036934,0.080047204,1.688224516,-5.129635508,-12.88712617,-7.143204009,-12.08927066,-7.170098912,3.784552855,5.639002998,-10.6989734,-22.30746705,-7.156007373,10.66345507,5.776752117,-26.75218697,-5.549612248,-18.96901077,3.924938207,-25.33195764,-0.21642335,3.816077231,-1.670714086,0.546479216,-7.283655231,-3.748516409,-13.36726006,-0.142796002,9.746341048,-17.93130106,-2.243490635,3.148525877,-0.264789731,-1.091554572,5.827449037,0.349394045,-6.114341593,0.37534951,-2.852054855,-1.61150636,9.845542373,1.644828628,-8.905064329,1.395453661,-13.22614847
27,12.9,-9.476738259,6.885067151,-5.338341181,-30.74230679,-21.80098838,-13.34011644,-10.82792736,-19.75349182,5.227836152,-7.931848148,-12.39340884,-28.39822186,-21.44339473,0.646916336,-7.652476054,0.408044697,-13.83737667,1.59532573,-29.21765481,-20.23897923,-11.73104367,-3.710426956,0.231452832,1.756586244,-4.187892868,-11.57064686,-7.686893088,-10.10088668,-6.601875128,5.511112769,6.378580348,-8.609856722,-21.00633216,-6.373569546,13.54637922,6.491162397,-26.3164883,-3.516485957,-18.62143078,5.077937427,-24.90164703,-0.145713442,4.304716453,-0.156995675,1.006774574,-6.923223454,-3.327899252,-13.16197002,0.385984351,7.63031054,-17.63617473,-1.215363483,3.823916683,0.408546674,-0.265536301,4.503282615,0.509803607,-4.734811289,0.902066171,-2.588380271,-1.538412774,8.840798769,1.123589115,-7.84657807,1.698328484,-12.60884847
28,13,-7.90631046,8.367633905,-4.514901792,-28.74684001,-20.84276628,-12.82474024,-10.00930737,-18.24162914,6.38905716,-6.308318384,-11.90229096,-27.00292998,-20.22315635,1.67681975,-6.334537581,0.986500413,-12.10897837,2.716538421,-27.41120938,-18.29965656,-10.43130434,-2.608649444,1.069308406,2.193105465,-3.045836046,-10.50587854,-7.873741265,-7.639198223,-5.471665844,7.730758464,8.146636969,-6.661822392,-19.13786981,-4.534689498,17.10915242,7.765077844,-25.31418793,-1.41675706,-18.01370357,5.750202226,-24.05394131,0.530864333,5.281602735,2.146808181,1.48886104,-6.175112136,-2.624524557,-12.80638896,1.642945336,7.047133066,-17.14828485,-0.110235807,4.936511802,0.979477903,0.958190598,3.030453231,1.0814141,-2.654569504,1.498367976,-1.975581398,-1.179919484,8.070846216,0.647740443,-5.911617492,2.469018249,-11.60976685
29,13.2,-6.075489024,9.779869144,-2.976000446,-25.71251069,-19.52248623,-11.56730802,-9.069258036,-16.1560873,7.31488508,-4.706612804,-11.17622994,-24.80726977,-18.58342621,3.796161616,-4.830852969,2.31108839,-9.691581653,3.845909637,-25.49179662,-15.83012408,-8.743348148,-1.40853972,2.503797618,3.185336395,-1.312772063,-9.445892513,-7.396143369,-4.999976199,-3.573623392,10.07843686,10.93405319,-5.104552955,-16.59463609,-1.499473197,20.55058932,9.155427178,-23.80033263,0.384234682,-17.14208911,5.567989389,-22.87821986,1.830455775,6.666689119,4.874334142,2.395149071,-4.908266044,-1.605006841,-12.15752876,3.423755794,8.345438828,-16.04668387,0.809849089,6.694232246,1.382513437,2.215727567,2.080835595,2.524854278,0.090924449,2.067703066,-0.966365664,-0.407790411,8.0737593,0.842539816,-3.104481092,3.756445254,-10.45943284
30,13.3,-4.368570788,11.23769967,-0.981377157,-21.74200396,-17.65956416,-9.764622293,-7.839812141,-13.63112029,7.671944586,-3.476083387,-10.12076379,-21.59412408,-16.55606867,6.672723613,-3.333123644,4.051884721,-6.63428223,4.861340914,-23.91510115,-12.95746744,-6.800670956,-0.563261686,4.215876238,4.530959836,1.132976948,-8.033247414,-6.338999003,-2.608254422,-1.121457269,11.92820697,14.31328358,-4.486264716,-13.37186704,2.341758008,22.92760342,10.27394564,-22.03892196,1.464987079,-16.00655583,5.147000449,-21.45789092,3.611088404,8.167006222,7.463198307,4.032503368,-3.359361751,-0.420620911,-11.44138426,5.227492921,10.93997772,-14.15213917,1.313982047,8.805858082,1.598158348,3.214150751,1.878298772,4.795052876,3.22425847,2.401382367,0.098721294,0.809203415,9.317521525,2.077709122,0.449884968,5.393047908,-9.467101744
31,13.4,-3.059468903,12.57072495,0.862390288,-17.32177106,-15.40678064,-7.761115014,-6.32550553,-11.13217513,7.408814125,-2.741764219,-8.809360161,-17.37608996,-14.34611128,9.78980842,-2.088107078,5.651889809,-3.233690715,5.627712688,-23.08210928,-10.51935687,-4.887873632,-0.346982766,5.723093928,5.873832715,4.1249562,-6.066503976,-4.956067974,-0.982612131,1.482338022,12.68078737,17.53087739,-5.001232761,-9.76515445,6.097007384,23.2977986,10.77238348,-20.36787409,1.557392888,-14.69420035,5.518277887,-20.121285,5.494860106,9.429088448,9.376198789,5.96635032,-2.137066845,0.629025489,-10.4334693,6.703448529,13.88408773,-11.70401957,1.324118167,10.75599173,1.686941122,3.770867804,2.285750838,7.091299319,6.102101066,2.521337646,0.873776227,2.073375386,11.5655519,4.439734684,4.275243018,6.884862636,-8.737592062
32,13.6,-2.257316632,13.78887107,1.930954634,-13.08623093,-13.02867543,-5.988128558,-4.617828603,-9.199856313,6.75779329,-2.363397143,-7.42128961,-12.54042006,-12.36194813,12.54372718,-1.345111146,6.69654093,-0.034779782,5.981310701,-23.2157093,-9.127278893,-3.281939733,-0.77757003,6.541478808,6.837473752,7.295086115,-3.621967603,-3.568493891,-0.485952932,3.802711734,12.11117846,19.75158581,-6.392737882,-6.605439934,8.629248131,21.3118295,10.59046066,-18.93028455,0.648828898,-13.45620543,6.416561188,-19.25449231,7.052393644,10.16623331,10.25368489,7.67934177,-1.55404922,1.365115153,-9.216786093,7.582707849,16.25775851,-9.322741867,0.892089672,12.09541422,1.737064402,3.845605628,2.974632298,8.346785593,8.001613844,2.505579596,1.196362684,3.136539458,14.18800529,6.876676148,7.705761599,7.951518769,-8.088796063
33,13.7,-2.214669822,15.20923537,1.948690776,-9.921046038,-10.77648136,-4.829339916,-2.928560546,-8.175487316,6.108527479,-1.970132442,-6.242970831,-7.856094063,-11.03122538,14.38605515,-1.182788742,7.016620099,2.138243207,5.901504757,-24.26872032,-9.076352316,-2.201222495,-1.651870184,6.387640962,7.177798136,10.07614211,-0.914208802,-2.48230722,-0.987449281,5.39711434,10.49616274,20.4172819,-7.978634141,-4.972221322,9.025589982,17.63842565,9.953402312,-18.10656904,-1.058347975,-12.75789111,6.662788789,-19.00428751,7.978024257,10.23273389,9.899398733,8.669114941,-1.833997235,1.772634576,-8.151414033,7.482223522,17.17838338,-7.651216251,0.132215244,12.39641345,1.814571854,3.50357341,3.756542148,8.138692657,8.188535453,2.37738411,0.968285722,3.953013205,16.6177651,8.858507909,10.00652021,8.317153994,-7.530853169
34,13.9,-2.736004421,17.40978899,1.196972385,-8.37646211,-8.925478118,-4.27084191,-1.528060733,-8.02588147,5.858335069,-1.41860119,-5.47917454,-4.456331665,-10.27195532,15.05409183,-1.422334313,6.687759088,3.192758498,5.554901439,-25.83589606,-9.927665794,-1.768744449,-2.653032776,5.335112961,6.822710556,11.74495201,1.666435665,-1.886524048,-1.77333017,5.926607765,8.543747736,19.58685888,-9.022546957,-4.95124579,7.106903649,13.71661219,9.328326145,-17.89673098,-3.138137232,-12.91414882,6.48464062,-19.27023103,7.997648609,9.74883951,8.275081462,8.327815933,-3.00015659,1.926255905,-7.430314014,6.307246663,16.14485687,-6.994955368,-0.713086189,11.57657065,2.01115032,2.906965742,4.565097547,7.650526862,6.830489702,2.197922558,0.235028246,4.494243138,18.48999808,10.30505284,10.3428279,7.943514322,-7.147537776
35,14,-3.339400386,20.90087633,0.292997368,-8.645766243,-7.614389884,-4.090997814,-0.597221563,-8.334595576,6.37362158,-0.652483222,-5.105563905,-3.314083477,-9.884034715,14.75017172,-1.738078856,5.841612284,4.262347861,5.351622238,-27.38092587,-11.22613771,-1.886538104,-3.543122117,3.873438053,5.92197706,11.95089611,3.621017427,-1.964808322,-1.738494955,5.407769977,7.249641455,18.15219568,-9.111724844,-6.332881619,3.642607665,10.97302077,9.299139032,-18.39417071,-4.924344406,-13.29409887,5.794813431,-19.77685575,7.111748207,9.060452848,5.88348412,6.85342658,-4.809039313,1.918875175,-7.155488801,4.387387743,13.52417877,-7.306970542,-1.422001249,9.844152885,2.377553951,2.300785103,5.233918738,6.978007617,4.698139285,2.076884687,-0.759046448,4.610269918,19.73798998,10.42253855,8.853527761,7.147935151,-6.864311868
36,14.1,-3.498788457,25.84243496,-0.129751781,-10.33100606,-6.582541954,-3.985167628,-0.203435243,-8.335459256,7.868322753,0.738466471,-5.041955875,-4.589451356,-9.529289483,14.47165908,-1.759340174,4.811197421,7.851774621,5.689027326,-28.38859388,-12.5114014,-2.33975893,-4.052823321,2.714767687,4.775583234,10.77403896,4.654629321,-2.56584892,0.014955372,4.479641945,7.428437561,17.65030401,-8.189155229,-8.515064752,-0.008848351,10.23431344,10.27130531,-19.34198921,-5.958122184,-13.43164055,5.034185555,-20.17432689,5.65782246,8.50208052,3.505512488,4.958426012,-6.749132791,1.840228372,-7.317757907,2.43497502,10.24910717,-8.17135407,-1.860886761,7.572811558,2.80281406,1.873333525,5.572923814,6.14429125,2.678672303,2.123479146,-1.605819717,4.275130381,20.36602981,9.079186249,6.631305384,6.481950965,-6.516656199
37,14.3,-2.945511333,32.00539135,0.168114491,-12.4097936,-5.050675323,-3.833608007,-0.312958658,-7.173177389,9.645586171,3.06152808,-5.013355644,-7.449423786,-8.834558421,16.11040346,-1.365048919,4.084805716,16.68936273,6.628251762,-28.56289591,-13.46206289,-2.715377909,-4.201663217,2.611609083,3.75732796,8.935657184,4.908175773,-1.837720982,3.367237575,4.237421917,9.30237421,19.75910544,-6.306977856,-10.76614417,-2.539423397,11.62227093,12.18439038,-20.2498126,-6.079235124,-13.53399073,4.499020405,-20.228816,4.512022465,8.375917332,1.834815592,3.408270382,-8.142266208,1.777073442,-7.585532012,1.203886224,7.428263511,-8.877706843,-1.778012711,5.263647967,3.162820669,1.873885733,5.461703114,5.541233295,1.44609917,2.402307122,-2.000748944,3.589161594,20.67382917,6.820490198,5.398665555,6.52764835,-5.933706805
38,14.4,-1.814989386,39.02129451,0.860959133,-13.71181979,-1.894619735,-3.415384744,-0.744523686,-4.298970733,10.97548609,6.411573221,-4.677920665,-10.48114676,-7.695685005,20.95053148,-0.426172063,3.994326963,31.6583199,8.128388126,-28.12280792,-13.86828556,-2.678175358,-4.106443806,3.771575386,3.173357869,7.483171668,4.982334753,1.347692406,6.88603625,5.291033936,12.5690687,25.05157838,-3.489734533,-12.49708513,-3.480262459,15.02885662,14.60687286,-20.73027513,-5.422913752,-13.60043397,4.386246571,-19.81959882,4.155371453,8.71993449,1.545728669,2.537678479,-8.378952968,1.764273456,-7.46876778,0.95714832,5.762606691,-8.768656283,-1.20666856,3.553226953,3.35970491,2.209641843,4.982561316,5.646350279,1.260062863,2.960163656,-1.707011317,2.921872664,21.75790342,4.683053334,6.549469462,7.648601767,-5.123052218
39,14.6,-0.124402091,47.10255287,1.540412568,-13.6349772,3.716365215,-2.614336182,-1.228860749,0.343779456,11.40029811,10.53569034,-3.819266112,-12.38620336,-6.248352625,28.37281775,1.108205978,4.644269791,50.2797927,10.27176007,-27.26301664,-13.65663393,-2.073151203,-3.69274439,5.903565437,3.100113331,7.024630106,5.809003797,5.908905032,9.606202586,7.518756846,17.09878884,33.26710855,0.511078335,-13.4308319,-2.972964924,20.7356629,17.20470318,-20.62624198,-4.412734666,-13.4916647,4.734540262,-18.90692099,4.649220462,9.502039058,2.520561232,2.38511372,-6.872487015,1.851749242,-6.701830548,1.165416528,5.48640508,-7.58099614,-0.225853221,3.000629424,3.582087873,2.784301221,4.422428234,6.776528181,2.092578879,3.736085635,-0.880581934,3.281409093,24.70695633,3.361259941,9.648757515,9.855104476,-4.11352897
40,14.7,2.297163766,57.14225268,2.03822536,-12.28382308,11.41041332,-1.349610248,-1.67724808,6.468244111,10.91280439,15.36650774,-2.492842975,-12.52963576,-4.738707838,36.65743073,3.341337375,5.958172408,67.08258196,13.63086661,-25.95541552,-12.76428959,-0.963450844,-2.837283471,8.845861108,3.506270514,7.706306283,8.20280055,9.602219392,12.09835227,10.72727541,23.73671849,44.38430886,6.015234198,-13.62696,-1.051428626,29.40488519,20.12736564,-19.86414741,-2.971178593,-12.93044856,5.456803054,-17.73781609,6.014766298,10.88342993,4.498655578,2.962349368,-3.83571848,2.101960531,-5.213070696,1.962965508,6.624323017,-5.509056754,1.347882786,3.739971261,3.889403874,3.680348527,4.084041414,8.904726209,3.96133716,4.78113833,0.619985758,5.205508488,29.85989398,3.016317953,14.89526475,13.06747425,-2.99707873
41,14.9,5.867970894,69.84650201,2.766499533,-10.1608933,19.46428674,0.264996848,-2.218332885,14.0040837,10.20639042,21.29153131,-0.906410268,-10.94644729,-3.366789176,43.94013421,6.267129011,7.824521511,76.45047635,18.96415538,-24.12711821,-10.98561378,0.753399469,-1.63365185,12.79782697,4.317079495,9.629558821,12.31817022,11.60518388,16.09771124,15.23261976,33.34967437,58.85958018,13.17512231,-13.23547657,2.557215993,41.79972315,24.09781849,-18.34912053,-0.809504996,-11.98203037,6.547335189,-16.21612082,8.459920488,12.97884365,7.769313163,4.280981764,0.967292083,2.500360271,-3.133554764,3.417118885,9.161626333,-3.008790308,4.078018814,5.917745077,4.3876904,5.258878158,4.089736507,11.77322487,7.199258784,6.197414486,3.287751323,7.917093468,37.16430859,3.91374397,23.07155695,17.57321652,-1.841188651
